ChangeDue,Discounts,Subtotal,GrandTotal,ExternalId
1.86,,2814,28.14,
10,,19000,190,
14.61,,10539,105.39,
8,,1200,12,
30,,2000,20,
1,,4400,44,
10,,3000,30,
12,,800,8,
10.26,4.55,3500,29.74,
10,,7000,70,
7,,1300,13,
,,14000,140,
,,1000,10,
16,,6400,64,
12.82,4.16,3200,27.18,
6.48,4.33,3852,33.52,
,,5440,54.4,
64,,3600,36,
2,,1800,18,
,,1500,15,
2,11.26,2100,8,
,,4000,40,
4,,600,6,
,,2000,20,
,,2000,20,
,2.27,1750,14.88,
0.6,,4040,40.4,
,,2076,20.76,
,,2000,20,
,,3100,31,
15.76,,8424,84.24,
1,,6400,64,
,,800,8,
4.85,,3515,35.15,
,4.33,2028,15.28,
16.23,,2377,23.77,
1.9,4.33,8310,78.1,
,,1600,16,
1.68,,3832,38.32,
,,13536,135.36,
2.92,,13708,137.08,
,,3000,30,
14,,600,6,
,,4000,40,
88,1.95,1500,12.75,
12,,2800,28,
,,2000,20,
,,1500,15,
60.06,,3994,39.94,
,,812,8.12,
0.57,,6043,60.43,
,,600,6,
,8.66,2000,10,
,,5986,59.86,
,,2600,26,
53,,4700,47,
,,2300,23,
,5.2,4000,34,
,8.66,5000,40,
7.92,4.33,3708,32.08,
,,2800,28,
,,500,5,
1,,900,9,
,,500,5,
6.21,,1379,13.79,
0.52,,6348,63.48,
,4.33,2500,20,
80,,2000,20,
,4.33,6900,64,
34,,6600,66,
4.53,5.42,4173,35.47,
15.08,4.33,10992,104.92,
6,4.33,15908,154.08,
71.51,,2849,28.49,
11.16,,8884,88.84,
,,4000,40,
5.92,4.33,1908,14.08,
64,,3600,36,
,,2824,28.24,
2,,1800,18,
0.84,4.33,2816,23.16,
,,1204,12.04,
9.6,1.59,1224,10.4,
,0.65,500,4.25,
,,4000,40,
,4.33,4500,40,
,,2808,28.08,
0.16,,22184,221.84,
0.8,,2520,25.2,
46.17,,5383,53.83,
8.33,,7167,71.67,
8,,3200,32,
,,30000,300,
12.07,,2793,27.93,
7.36,,9264,92.64,
10.08,,9992,99.92,
1.92,,2808,28.08,
13.51,18.42,16648,146.49,
,,16122,161.22,
2.84,,11216,112.16,
37.95,,6205,62.05,
,,6000,60,
,,,,
,,1500,15,
0.35,1.24,900,7.65,
,8.66,3505,25.05,
27.84,,17216,172.16,
,,,,
3.79,,9621,96.21,
9.75,,1025,10.25,
0.16,,1984,19.84,
5,4.33,2000,15,
42.2,,35780,357.8,
3.6,,1640,16.4,
52,,4800,48,
,,5000,50,
4,,3600,36,
,,7000,70,
0.37,,8363,83.63,
4,,5600,56,
,,1600,16,
13,4.33,11200,107,
,8.66,4100,31,
,,1300,13,
,8.66,5000,40,
10,,5000,50,
2,4.33,4300,38,
,,1939,19.39,
5,4.33,3000,25,
,,5696,56.96,
10.72,,2928,29.28,
42.8,,5720,57.2,
,3,2310,19.64,
,,4000,40,
2.47,,4253,42.53,
0.75,0.65,500,4.25,
5,,1500,15,
,,1000,10,
10.73,4.33,3427,29.27,
,,4000,40,
,,824,8.24,
,,1500,15,
16,11.26,3700,24,
1.64,,3836,38.36,
,,24756,247.56,
1,6.93,3200,24,
2,,2300,23,
4.02,,3598,35.98,
0.5,,2450,24.5,
2.72,4.33,6228,57.28,
,4.33,2500,20,
10.86,,4914,49.14,
9,,1100,11,
65,4.33,4000,35,
1.72,,5828,58.28,
10,,4000,40,
0.06,,804,8.04,
2,,2800,28,
,,3100,31,
,,2510,25.1,
0.78,,2422,24.22,
6,,3480,34.8,
,,10000,100,
,31.16,3600,0.01,
,,2416,24.16,
4.6,42.12,32400,275.4,
3.84,,5616,56.16,
,,3521,35.21,
82,4.33,2300,18,
72.72,,2728,27.28,
,7.8,12930,120.3,
3,,5700,57,
,,1100,11,
4.92,,12008,120.08,
4,,3600,36,
3.68,,1632,16.32,
10,,5000,50,
3,,1700,17,
10,,1000,10,
2,,800,8,
10,,3100,31,
4.16,,1584,15.84,
0.93,8.66,6607,56.07,
1.65,,1835,18.35,
,,5472,54.72,
0.24,,776,7.76,
20.26,4.55,3500,29.74,
3,12.99,33200,317,
2,,6800,68,
9,4.33,21600,211,
0.16,,5984,59.84,
1,,3900,39,
0.75,,5925,59.25,
,,14632,146.32,
1.23,16.75,12800,108.77,
,,3950,39.5,
3,,4700,47,
0.5,,3950,39.5,
14.08,,5592,55.92,
,,,,
4.04,4.32,2120,16.21,
,1.66,1200,10.2,
,,4000,40,
,,2450,24.5,
8,,1200,12,
1.22,,11878,118.78,
8,,3200,32,
8,,3200,32,
,,4000,40,
16,6.93,3200,24,
13,,2700,27,
,4.32,6500,60.01,
0.22,4.33,2978,24.78,
,,2500,25,
5,,1500,15,
1.65,,9835,98.35,
,,800,8,
35.99,4.32,16900,164.01,
0.51,,1449,14.49,
5,4.33,2000,15,
0.65,,7935,79.35,
2,4.33,5300,48,
10.79,,6921,69.21,
8,,7200,72,
,,13000,130,
0.64,,9936,99.36,
4,4.33,2100,16,
15,,8500,85,
4,,5600,56,
,,3000,30,
3,,1200,12,
,,10000,100,
0.13,4.33,1487,9.87,
15.84,2.6,6716,64.16,
5,4.33,4000,35,
4.64,3.88,2984,25.36,
0.17,,983,9.83,
,4.33,2000,15,
4.56,,5544,55.44,
10.99,29.68,18200,149.01,
2,,800,8,
4,,5600,56,
,4.33,11700,112,
0.08,4.33,2692,21.92,
,,2000,20,
11.68,,2832,28.32,
1.86,,9814,98.14,
10,,43000,430,
,,2000,20,
1.92,,808,8.08,
8,,1200,12,
9.2,,1080,10.8,
,4.33,10900,104,
0.18,,1232,12.32,
0.84,,3916,39.16,
,,1248,12.48,
,0.65,500,4.25,
0.2,,15980,159.8,
0.08,4.33,8542,80.42,
6,,6400,64,
0.75,0.65,500,4.25,
,,2000,20,
,,2000,20,
,,2009,20.09,
3.68,,1632,16.32,
,10.05,3200,20.4,
,,2000,20,
,,2000,20,
1.68,,2832,28.32,
27.51,3.46,7648,72.49,
1,,3900,39,
,4.33,14500,140,
,,800,8,
,,3200,32,
3.62,,3638,36.38,
9.8,,1020,10.2,
9.9,,1010,10.1,
4.57,,6543,65.43,
,,884,8.84,
0.76,,4624,46.24,
9.78,,3022,30.22,
,,2000,20,
,,2000,20,
1,,2400,24,
6.84,4.33,3816,33.16,
14.77,,6523,65.23,
6.06,,5414,54.14,
12,,8800,88,
4.89,,5511,55.11,
,,6000,60,
64.48,4.33,4052,35.52,
72,,2800,28,
,,2000,20,
,,,,
,4.33,2000,15,
,4.33,2908,24.08,
1.55,4.33,4345,38.45,
0.1,4.33,6690,61.9,
12,,2800,28,
5,,3500,35,
1.16,,3884,38.84,
6,,1400,14,
,,6000,60,
,4.33,1500,10,
5.72,,15428,154.28,
0.1,,2940,29.4,
36.76,,6324,63.24,
16,5.19,3000,24,
,,5000,50,
11.6,,2840,28.4,
3,,2700,27,
,,1500,15,
7.84,8.66,4216,32.16,
15,,500,5,
0.04,,2496,24.96,
87.6,,11240,112.4,
,,4000,40,
10,4.33,3500,30,
8,,3200,32,
10,,1300,13,
11.88,,2812,28.12,
,8.83,6800,57.8,
8.8,35.32,27200,231.2,
,,1000,10,
,,7500,75,
,,4000,40,
58,,4200,42,
3.56,,8144,81.44,
,,2000,20,
3.28,,5672,56.72,
5,4.33,2000,15,
,4.33,2500,20,
,,1525,15.25,
,,3500,35,
0.92,,11208,112.08,
0.05,,3995,39.95,
3.52,,1648,16.48,
15,,500,5,
,,4000,40,
0.16,,1284,12.84,
,,22616,226.16,
15.36,4.33,2964,24.64,
0.2,,2080,20.8,
,,500,5,
9.95,,5005,50.05,
3.68,,5632,56.32,
15.68,,6432,64.32,
14.72,,6528,65.28,
62.6,,3740,37.4,
12,,2800,28,
8,,11200,112,
8.53,4.33,5647,51.47,
3.99,3.46,6000,56.01,
0.16,,784,7.84,
44.14,,5586,55.86,
,4.33,5842,53.42,
13.61,0.98,752,6.39,
3.52,,5648,56.48,
0.2,,7980,79.8,
9.7,,1030,10.3,
,,3000,30,
10,,9000,90,
5.82,4.33,9918,94.18,
1.65,,9835,98.35,
,,1000,10,
15.28,,8472,84.72,
11.94,,2806,28.06,
4.02,,9598,95.98,
6,5.19,4000,34,
0.36,,2164,21.64,
1.08,,2392,23.92,
3.72,,5628,56.28,
3.99,3.46,8000,76.01,
,,2000,20,
,,2000,20,
5,8.66,2500,15,
4,,1600,16,
0.54,,3946,39.46,
2.04,,2796,27.96,
0.84,,4816,48.16,
0.5,1.3,1000,8.5,
80,4.33,2500,20,
8,4.33,3700,32,
5,,1500,15,
0.6,,12540,125.4,
,,500,5,
9.36,,1064,10.64,
1.5,1.3,1000,8.5,
0.76,,2424,24.24,
10,4.33,1500,10,
1.44,4.33,1356,8.56,
,4.55,3500,29.74,
,5.19,4000,34,
,,4000,40,
,8.96,6879,58.47,
3.44,4.33,6156,56.56,
3.76,,1624,16.24,
0.16,,8484,84.84,
1.83,,8317,83.17,
,,,,
,,2500,25,
3.84,4.33,6116,56.16,
,,2500,25,
3.56,,8144,81.44,
15.5,,2450,24.5,
,,1600,16,
47.53,,25247,252.47,
12,,820,8.2,
3.84,,1616,16.16,
,,4100,41,
,4.33,2000,15,
8.16,,3184,31.84,
1,4.33,2900,24,
0.6,,2440,24.4,
2,,2800,28,
,,11272,112.72,
20.06,,2994,29.94,
,,1200,12,
,,100,1,
5,4.33,2000,15,
10.05,,3995,39.95,
3.2,,3680,36.8,
5,4.33,2000,15,
,,2500,25,
1.76,,824,8.24,
5,,5500,55,
5.68,,9432,94.32,
4,,3600,36,
,,,,
,,4800,48,
,2.6,2000,17,
15,,2500,25,
0.76,8.66,8924,79.24,
0.63,,4237,42.37,
14,,4600,46,
,,4075,40.75,
,,2012,20.12,
1,6.93,3200,24,
,,2028,20.28,
4.95,,1505,15.05,
14.7,,2530,25.3,
75.6,4.33,2940,24.4,
,4.33,500,,
11.92,35.49,27907,238.08,
13.42,,4658,46.58,
12.16,,14784,147.84,
,,7000,70,
7.06,,1294,12.94,
,,4108,41.08,
,,3577,35.77,
,,4000,40,
,,2000,20,
,4.33,15904,154.04,
,,,,
8,,5200,52,
16,,2400,24,
2.93,2.61,2008,17.07,
2.59,,24741,247.41,
,4.33,9500,90,
,,6000,60,
,,10000,100,
3,,1700,17,
,4.33,800,3,
12,,800,8,
18,4.33,6700,62,
0.52,,3248,32.48,
,,800,8,
,,600,6,
,,1800,18,
1.82,,3818,38.18,
,,6000,60,
0.46,,1954,19.54,
4.28,,8072,80.72,
,5.19,4000,34,
7,,1300,13,
,,1300,13,
6.27,2.1,1616,13.73,
17.07,,14793,147.93,
6,5.19,4000,34,
0.08,,1992,19.92,
,,800,8,
0.12,,1988,19.88,
6.81,,5319,53.19,
10.02,,10008,100.08,
10,,1000,10,
0.75,,7025,70.25,
,,2028,20.28,
15,,2500,25,
,,,,
4.88,,8512,85.12,
,,2000,20,
8,,3200,32,
0.82,,8418,84.18,
,,1565,15.65,
5,4.33,2000,15,
11.72,,10828,108.28,
72.08,,2792,27.92,
,,8225,82.25,
0.45,2.99,2300,19.55,
2,,2812,28.12,
10,4.33,3500,30,
0.84,,16416,164.16,
43.72,,5628,56.28,
4,4.33,6100,56,
,4.33,3600,31,
,,4002,40.02,
,,2100,21,
0.93,,4907,49.07,
0.12,,788,7.88,
10.93,,4907,49.07,
2.16,,784,7.84,
2,,3800,38,
15,4.33,9000,85,
0.6,,6640,66.4,
8.41,,17159,171.59,
19.84,,10016,100.16,
0.46,,5954,59.54,
,,4000,40,
2.56,,5744,57.44,
1,,2400,24,
,,20000,200,
,4.33,4500,40,
5,4.33,2000,15,
15.6,,8440,84.4,
,,2400,24,
,4.33,4500,40,
,,3600,36,
,,3600,36,
0.8,,1920,19.2,
5,,3500,35,
12.84,11.26,10016,87.16,
15.7,,4430,44.3,
0.2,1.04,800,6.8,
10,4.33,7500,70,
,,4000,40,
11.68,,832,8.32,
,,2050,20.5,
26.69,,7331,73.31,
,,2500,25,
9.55,4.33,9545,90.45,
,4.33,4500,40,
10.72,,6928,69.28,
,,3900,39,
,,,,
3.52,,1648,16.48,
11.44,4.33,1356,8.56,
,,2000,20,
15.6,,8440,84.4,
0.99,7.79,8800,79.01,
,,3000,30,
8,,3200,32,
1.5,1.3,1000,8.5,
14.64,4.33,15036,145.36,
16.57,4.33,6843,63.43,
4,4.33,2100,16,
4,,3600,36,
0.65,,4935,49.35,
4,,3600,36,
1.13,2.89,2221,18.87,
2.76,,17724,177.24,
,,4033,40.33,
82.61,,11739,117.39,
10,,5000,50,
4.8,,3520,35.2,
16.4,4.33,6860,63.6,
5.72,,29428,294.28,
,2.6,2000,17,
0.52,4.33,10448,99.48,
7.4,,4260,42.6,
2.07,,2793,27.93,
18,,10200,102,
0.04,,4096,40.96,
,,4000,40,
,,8000,80,
1.1,,5890,58.9,
,,10000,100,
,,3700,37,
25,,17535,175.35,
1,,5900,59,
1.8,,6320,63.2,
,,3976,39.76,
,4.33,8500,80,
1.38,4.33,5362,48.62,
13.11,,4689,46.89,
,4.33,7700,72,
5,,7500,75,
4,,5600,56,
,,2016,20.16,
3.36,,1664,16.64,
7,4.33,5800,53,
,,13500,135,
15.75,0.65,500,4.25,
0.2,11.26,8980,76.8,
8.52,,7148,71.48,
3.84,,1616,16.16,
,,4004,40.04,
,,2800,28,
4.32,4.33,2068,15.68,
9,,5100,51,
3.52,,3648,36.48,
0.75,0.65,500,4.25,
,,2800,28,
64,,3600,36,
19,,28100,281,
,4.33,2000,15,
,4.33,1500,10,
0.6,,6440,64.4,
5,4.33,2000,15,
0.2,1.04,800,6.8,
6.6,,1340,13.4,
5,8.66,2500,15,
0.05,0.91,700,5.95,
0.15,,3510,35.1,
0.5,,1150,11.5,
5,,1500,15,
,,1000,10,
5,,1560,15.6,
,,2000,20,
6.5,4.33,1850,13.5,
4,4.33,4100,36,
10,4.33,5500,50,
9.8,,1020,10.2,
4.06,,6094,60.94,
,,7000,70,
19.76,,14024,140.24,
11.84,,816,8.16,
,,2400,24,
11.6,4.33,1340,8.4,
,,2500,25,
9.6,,1040,10.4,
0.05,,5820,58.2,
10,,3000,30,
0.65,,2835,28.35,
,,2000,20,
,,4511,45.11,
0.2,,1180,11.8,
4.65,4.33,6035,55.35,
4.48,4.33,2052,15.52,
,,,,
4,,3600,36,
1.43,,1857,18.57,
,,3600,36,
4.8,4.33,4020,35.2,
5,4.33,4000,35,
15,,2500,25,
6.59,,3341,33.41,
0.32,,3968,39.68,
2.45,,1755,17.55,
7.92,,11208,112.08,
0.28,,1572,15.72,
3.65,,2135,21.35,
1.84,,6316,63.16,
0.44,,11956,119.56,
,,2400,24,
5.26,,9474,94.74,
15.2,,2480,24.8,
1.35,4.33,6365,58.65,
0.59,4.33,6541,60.41,
65.2,,3480,34.8,
,31.16,3600,0.01,
9.4,4.68,3600,30.6,
13.2,1.04,800,6.8,
3.92,,1608,16.08,
,,4008,40.08,
,,4000,40,
,,5000,50,
,,1005,10.05,
,8.66,11300,103,
0.2,1.04,800,6.8,
2,,3800,38,
9.45,,7055,70.55,
3.88,,1612,16.12,
,4.33,2535,20.35,
1.76,,824,8.24,
0.05,,3995,39.95,
2.84,,3216,32.16,
3,,10700,107,
5,,1500,15,
4,,3600,36,
9,,9100,91,
10.05,,995,9.95,
3.12,,6688,66.88,
3.76,,1624,16.24,
,,2000,20,
1.69,,3331,33.31,
4.96,,9504,95.04,
4,,7600,76,
,,1000,10,
9.95,,1005,10.05,
0.02,,1998,19.98,
,,4000,40,
1.56,,1844,18.44,
,,2600,26,
2.76,,1224,12.24,
1.79,,1821,18.21,
7,,1300,13,
10,4.33,17500,170,
0.52,8.66,12648,116.48,
12,,800,8,
1.75,,2825,28.25,
9.55,,1045,10.45,
3.44,,7656,76.56,
0.2,1.04,800,6.8,
12,,2800,28,
6,,1400,14,
5,,3500,35,
4,,3600,36,
0.79,,5921,59.21,
0.6,,5940,59.4,
5,4.33,2000,15,
70.04,,2996,29.96,
33.92,,6608,66.08,
4,,3600,36,
,25.98,13000,100,
17.84,8.66,9216,82.16,
12,,2800,28,
3.84,,3616,36.16,
10.83,,2917,29.17,
,,3000,30,
4,,3600,36,
5,,7500,75,
,31.16,3600,0.01,
19.04,17.31,20096,180.96,
,4.33,2000,15,
3.96,,1604,16.04,
,,500,5,
4.68,,2532,25.32,
1.65,,5835,58.35,
0.16,4.33,5484,49.84,
,4.33,2500,20,
2.4,,1760,17.6,
5.3,2.6,3770,34.7,
4.42,4.33,6021,55.58,
3.6,,5640,56.4,
4,4.33,4100,36,
,,2500,25,
,,8000,80,
15,,4500,45,
4,,3600,36,
,,6400,64,
12,,2800,28,
,4.33,1200,7,
1.44,,4856,48.56,
0.6,4.33,2440,19.4,
,,1765,17.65,
43,4.33,6200,57,
,1.04,800,6.8,
4,,9600,96,
,4.33,2172,16.72,
3,2.6,2000,17,
,4.33,11200,107,
,,3122,31.22,
2.8,,1220,12.2,
4.24,,1576,15.76,
68.24,,3176,31.76,
,,3200,32,
5.56,,19444,194.44,
,4.33,2000,15,
,,,,
,,4020,40.2,
15,4.33,3000,25,
5.88,,1412,14.12,
0.21,3.64,2800,23.79,
,,,,
3.92,,1608,16.08,
3.28,,1672,16.72,
1.71,,6329,63.29,
,,2030,20.3,
4,,3600,36,
4,,3600,36,
3.68,,1632,16.32,
65,4.33,4000,35,
2.3,,7770,77.7,
44,,5600,56,
65,4.33,4000,35,
,,7116,71.16,
4,,15600,156,
15.52,,6448,64.48,
10,,3000,30,
9.45,,1055,10.55,
0.03,,6122,61.22,
0.3,5.91,4552,38.7,
12.35,,4765,47.65,
0.6,,8040,80.4,
1.04,4.33,8396,78.96,
,,4000,40,
3.2,1.04,800,6.8,
3.9,,6110,61.1,
,4.33,2500,20,
7.75,1.87,1442,12.25,
1.36,4.33,2364,18.64,
,,3200,32,
0.4,,5160,51.6,
1.4,,2860,28.6,
14,,24600,246,
5.72,,1428,14.28,
,,3000,30,
10,,9000,90,
0.03,,5997,59.97,
3.92,,5608,56.08,
7.92,,3208,32.08,
,,6005,60.05,
2.4,4.33,2260,17.6,
5.55,2.21,1700,14.45,
0.86,4.33,14514,140.14,
4,,5600,56,
8,,11200,112,
5,,1500,15,
12,,8800,88,
2,,800,8,
12,,800,8,
3.05,,1695,16.95,
3.92,,3608,36.08,
4,,7600,76,
3,2.6,2000,17,
,,4008,40.08,
5,4.33,2000,15,
,6.92,4000,32.02,
5,8.66,2500,15,
6.06,,7394,73.94,
4,8.66,6600,56,
,,1000,10,
,8.66,3000,20,
3.76,,1624,16.24,
5,,1500,15,
,,2000,20,
4,,5600,56,
4,4.33,9100,86,
12,,800,8,
,,3500,35,
3,,3700,37,
10,,1000,10,
,,7002,70.02,
3.76,,7624,76.24,
8.22,14.04,10800,91.78,
5,,500,5,
11.76,,2824,28.24,
15,,2500,25,
52,,4800,48,
0.67,,5933,59.33,
75,4.33,3000,25,
,,17106,171.06,
,2.6,6000,57,
18,4.33,8700,82,
25,4.33,8000,75,
,,3600,36,
8,,11200,112,
13.02,,8698,86.98,
,,4000,40,
7.68,,11232,112.32,
14.57,,4543,45.43,
10,,1000,10,
1,,2400,24,
,,4005,40.05,
,,2550,25.5,
13,,12700,127,
1,,4400,44,
2.35,,1765,17.65,
2,,5800,58,
,,4000,40,
,4.33,4500,40,
5,4.33,13000,125,
,,4000,40,
6,,3400,34,
3,,7200,72,
3.76,,5624,56.24,
0.84,,6116,61.16,
32.8,,6720,67.2,
,4.33,2500,20,
12.5,,8750,87.5,
10,8.66,6000,50,
12,,2800,28,
50,,5000,50,
,,2000,20,
,,,,
,,11200,112,
,,2500,25,
,1.04,800,6.8,
,1.43,1104,9.39,
,,3500,35,
53.17,,4683,46.83,
1,,2900,29,
,,5500,55,
1.56,4.33,4344,38.44,
11.84,,2816,28.16,
,4.33,3500,30,
3.24,,5676,56.76,
9.6,,5040,50.4,
3.76,,5624,56.24,
,,500,5,
,4.33,2500,20,
1,,10400,104,
1.57,,5843,58.43,
5.55,,5445,54.45,
10,4.33,11500,110,
8.52,,7148,71.48,
,,1204,12.04,
4,,3600,36,
2,4.33,3300,28,
5,4.33,10000,95,
47.37,,5263,52.63,
32,,6800,68,
,1.3,1000,8.5,
,,3600,36,
4.16,,9584,95.84,
4,,3600,36,
,4.33,2605,21.05,
,4.33,2500,20,
4,,3600,36,
35,,6600,66,
2.4,4.33,2260,17.6,
,,3700,37,
12.16,4.33,5284,47.84,
,,4000,40,
3.93,,2107,21.07,
4.95,,3505,35.05,
6.76,,5324,53.24,
1.16,,10384,103.84,
15,4.33,3000,25,
0.23,,4377,43.77,
5,,1500,15,
0.4,2.08,1600,13.6,
,,4000,40,
0.36,4.33,2964,24.64,
1,,900,9,
,4.33,6500,60,
10,,1000,10,
11,4.33,3400,29,
0.79,,3121,31.21,
3.64,4.33,10136,96.36,
,,9800,98,
8.38,,3162,31.62,
10,4.33,3500,30,
6.07,4.33,1893,13.93,
,4.33,1500,10,
5,,500,5,
,4.33,2500,20,
0.85,,2015,20.15,
6.81,,3319,33.19,
,4.33,2500,20,
,,2000,20,
,,4010,40.1,
,,500,5,
11,,6900,69,
2.87,,3713,37.13,
7.02,,3298,32.98,
17.49,4.33,6751,62.51,
50.07,,4993,49.93,
10,,7200,72,
,,14000,140,
4.29,,5571,55.71,
4.44,,5656,56.56,
,4.33,3500,30,
,4.33,1500,10,
,7.8,40244,393.44,
6.28,,3372,33.72,
17,4.33,14800,143,
0.65,,1935,19.35,
,,8000,80,
11.6,4.33,7340,68.4,
,7.14,5500,46.75,
12.17,,4783,47.83,
2.01,10.39,8000,67.99,
0.9,,2310,23.1,
2,,4800,48,
,4.33,3500,30,
2.8,,5720,57.2,
12,,12800,128,
11.88,,2812,28.12,
3.44,,5656,56.56,
2.52,,3748,37.48,
15,4.33,5000,45,
5,4.33,6000,55,
14,8.66,7600,66,
17.06,,8294,82.94,
64,,3600,36,
6.07,,5393,53.93,
3.76,,3624,36.24,
,,4000,40,
0.25,,3975,39.75,
10,,15000,150,
1.07,3.66,2816,23.93,
,,4020,40.2,
10,,1000,10,
3,,3700,37,
4,,3600,36,
,,3600,36,
8,,3200,32,
57.88,,4212,42.12,
1.96,,2804,28.04,
6,4.33,5900,54,
,,10000,100,
,,4000,40,
,,400,4,
4,,1600,16,
,,2197,21.97,
,,2100,21,
8.08,,7192,71.92,
0.88,,2412,24.12,
,,10000,100,
36,4.33,1900,14,
,,4000,40,
7.56,,3244,32.44,
13.85,,12615,126.15,
,4.33,4500,40,
8,,3200,32,
,,14000,140,
15,,6500,65,
,,1710,17.1,
63.85,,3615,36.15,
,,2500,25,
4,,1600,16,
9.5,,1050,10.5,
,,2000,20,
,,2000,20,
1,,1900,19,
4,,1600,16,
62,,3800,38,
,,800,8,
,,2500,25,
6,,1400,14,
48,,5200,52,
3.5,,13650,136.5,
,,1000,10,
,3.25,2500,21.25,
1.5,4.33,850,3.5,
,,2000,20,
12,,800,8,
,,5000,50,
3,2.6,2000,17,
14,4.33,4100,36,
,,3600,36,
,11.69,9000,76.49,
2,,1800,18,
,4.33,4500,40,
4,4.33,2100,16,
2,4.33,5300,48,
4,,5600,56,
4,,5600,56,
7,,13300,133,
50,,5000,50,
,,4000,40,
3,2.6,2000,17,
3,,7200,72,
,,,,
3,,7700,77,
,,4000,40,
,8.66,11000,100,
,,1200,12,
34.08,,6592,65.92,
0.08,,7992,79.92,
3,,13200,132,
12,,3800,38,
25,,5600,56,
14.88,,6512,65.12,
15,4.33,3000,25,
2,,2800,28,
,4.33,1800,13,
13,4.33,5200,47,
1.53,5.2,10447,98.47,
6,,400,4,
0.03,6.92,9500,87.02,
,4.33,1100,6,
15.5,4.33,2950,24.5,
,4.33,2500,20,
0.06,,404,4.04,
,,7300,73,
4.88,,2012,20.12,
7,4.33,11800,113,
0.92,,3908,39.08,
,,500,5,
5,4.33,2000,15,
4.45,5.2,20155,195.55,
2,,2800,28,
,,3500,35,
4.75,,3525,35.25,
,,10000,100,
,,2000,20,
15.5,,2450,24.5,
6,,1400,14,
8,,11200,112,
9,,2100,21,
12.28,,6772,67.72,
16,,6400,64,
,,6000,60,
2,,11800,118,
9.85,,1015,10.15,
5.43,,2457,24.57,
,8.66,4000,30,
70,,3000,30,
4.61,,1539,15.39,
10,,7200,72,
,,300,3,
1,,2400,24,
10,8.66,12000,110,
7.76,,3224,32.24,
9.99,18.42,11000,90.01,
4,,1600,16,
,,4000,40,
8,,7200,72,
,,4600,46,
,,400,4,
4,,1600,16,
1,,2400,24,
4,4.33,10100,96,
5,4.33,2000,15,
12,,2800,28,
4,,3600,36,
4,,1600,16,
,,5000,50,
58,,4200,42,
,,400,4,
,,10000,100,
,,3800,38,
,,7000,70,
,,4000,40,
5,4.33,2000,15,
,25.98,15000,120,
52.71,,4729,47.29,
1,,1900,19,
4,4.33,14100,136,
,4.33,13100,126,
13.6,,4640,46.4,
,,4800,48,
0.12,,5988,59.88,
0.75,0.65,500,4.25,
,,2500,25,
2,,1800,18,
15,,8500,85,
0.26,4.55,3500,29.74,
0.05,,1005,10.05,
5,,5600,56,
1.25,,13875,138.75,
11,,4900,49,
4,,1600,16,
,,,,
13,,700,7,
37,,6300,63,
,4.33,2500,20,
,,1600,16,
,4.33,4500,40,
4.84,,27516,275.16,
,,2600,26,
,,2000,20,
4,4.33,6100,56,
,4.33,2500,20,
0.03,36.86,6996,29.97,
,,600,6,
3.44,4.33,12156,116.56,
7.96,,3204,32.04,
37.41,9.56,7364,62.59,
,7.14,5500,46.75,
5.38,29.72,22896,194.62,
,4.33,1800,13,
5,8.66,2500,15,
,,6000,60,
,1.69,1300,11.05,
10,,1000,10,
41.75,,5825,58.25,
3.04,,1196,11.96,
13,,14700,147,
50,,5000,50,
3,,700,7,
18,,4200,42,
4,,1600,16,
,,1000,10,
4,,3600,36,
,,1200,12,
,,,,
4,,5600,56,
1.5,1.3,1000,8.5,
,,2000,20,
,,8000,80,
,,2000,20,
4.21,,2079,20.79,
3,,15700,157,
4,,5600,56,
5,4.33,2000,15,
10,,3000,30,
4,,3600,36,
16,,6400,64,
,9.1,7000,59.48,
7.76,,3224,32.24,
83,2.6,2000,17,
11.76,,824,8.24,
,,600,6,
8.12,4.33,3688,31.88,
,,2000,20,
12.63,,2737,27.37,
8,,3200,32,
0.08,,1992,19.92,
,,1000,10,
18.34,67.49,51960,441.66,
15,,2500,25,
,,2500,25,
,,1000,10,
,4.33,22500,220,
15,4.33,3000,25,
,,8000,80,
2.01,4.33,1324,8.24,
5,,1500,15,
,,1000,10,
7.92,,3208,32.08,
3,2.6,2000,17,
3.6,,1640,16.4,
,4.33,1900,14,
,,6808,68.08,
,4.33,11700,112,
2,,9300,93,
5,,1500,15,
,4.33,11500,110,
,,1600,16,
0.3,,4070,40.7,
6,9.53,4500,34,
0.75,3.25,2500,21.25,
0.02,0.48,350,2.98,
3.37,,2863,28.63,
,,1000,10,
,,6700,67,
2,4.33,10300,98,
0.67,17.02,13100,111.33,
19.52,,28048,280.48,
2,,7800,78,
0.98,18.18,14000,119.02,
7.57,,5243,52.43,
11,4.33,1400,9,
,,4000,40,
6.97,17.29,13300,113.03,
11.44,,4856,48.56,
16,,6400,64,
,,500,5,
19.5,,8050,80.5,
4.95,,1505,15.05,
2,,800,8,
5.58,,1442,14.42,
10,,3000,30,
,4.33,2500,20,
12,,2800,28,
15,4.33,5000,45,
15,,2500,25,
20.35,,7965,79.65,
0.26,4.55,3500,29.74,
2,,800,8,
10,,7000,70,
3.76,,3624,36.24,
7,,35300,353,
2,,1800,18,
,,2000,20,
,4.33,7700,72,
,,2000,20,
3,,1700,17,
47.5,,5250,52.5,
47,,5300,53,
,,2500,25,
10,,1000,10,
15.68,4.33,12932,124.32,
